Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000002413	Isolate	3377739	2	2387222	66.33	99.19	0.0	92.44	99.67	99.42	20	GUT_GENOME142597	MGYG000002413	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Arabia;s__Arabia massiliensis	SAMEA103910505	PRJEB19971	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002413/genomes1/MGYG000002413.gff.gz
MGYG000002414	Isolate	6802552	1	6802552	44.23	99.85	1.13	94.96	99.67	99.79	20	GUT_GENOME142610	MGYG000002414	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus odorifer	SAMN07224379	PRJNA390216	South Korea	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002414/genomes1/MGYG000002414.gff.gz
MGYG000002415	Isolate	4051274	117	269770	38.02	100.0	0.0	95.8	99.67	99.86	20	GUT_GENOME142612	MGYG000002415	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__Proteus sp001722135	SAMN05730134	PRJNA341904	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002415/genomes1/MGYG000002415.gff.gz
MGYG000002416	Isolate	3014016	64	237780	52.32	98.99	0.0	89.08	99.67	99.86	20	GUT_GENOME142616	MGYG000002416	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hydrogeniiclostridium;s__Hydrogeniiclostridium mannosilyticum	SAMN09461903	PRJNA476930	Russia	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002416/genomes1/MGYG000002416.gff.gz
MGYG000002417	Isolate	3329949	6	3320486	42.49	99.37	0.63	83.19	99.61	99.79	20	GUT_GENOME142625	MGYG000002417	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__Lachnoclostridium_A edouardi	SAMEA104414345	PRJEB23758	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002417/genomes1/MGYG000002417.gff.gz
MGYG000002418	Isolate	3822361	28	1047581	40.29	99.62	0.58	94.12	99.67	99.45	20	GUT_GENOME142628	MGYG000002418	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides chinchillae	SAMEA104348992	PRJEB23011	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002418/genomes1/MGYG000002418.gff.gz
MGYG000002419	Isolate	1447956	1	1447956	43.44	97.38	0.0	0.0	99.67	99.52	20	GUT_GENOME142629	MGYG000002419	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Phoenicibacter;s__Phoenicibacter congonensis	SAMEA103910411	PRJEB19959	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002419/genomes1/MGYG000002419.gff.gz
MGYG000002420	Isolate	2748860	4	1611351	45.34	97.99	0.69	92.44	99.74	99.86	20	GUT_GENOME142687	MGYG000002420	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_E;s__Clostridium_E merdae	SAMEA103970044	PRJEB20369	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002420/genomes1/MGYG000002420.gff.gz
MGYG000002421	Isolate	2734249	7	469400	33.19	99.3	1.4	95.8	99.74	99.83	18	GUT_GENOME142688	MGYG000002421	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Tissierellaceae;g__CABMKH01;s__CABMKH01 sp902386935	SAMEA103910486	PRJEB19967	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002421/genomes1/MGYG000002421.gff.gz
MGYG000002422	Isolate	1714563	12	495225	30.28	99.57	0.0	0.0	99.74	99.79	20	GUT_GENOME142853	MGYG000002422	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	SAMEA1010642	PRJEB2075	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002422/genomes1/MGYG000002422.gff.gz
MGYG000002423	Isolate	4877109	6	4039592	58.76	99.99	0.23	95.8	99.67	99.86	20	GUT_GENOME143092	MGYG000002423	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea septica	SAMN04875531	PRJNA231221	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002423/genomes1/MGYG000002423.gff.gz
MGYG000002424	Isolate	2757122	3	1760454	37.43	97.76	0.34	94.12	99.74	99.86	20	GUT_GENOME143094	MGYG000002424	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__Monoglobus pectinilyticus	SAMN06817956	PRJNA383867	New Zealand	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002424/genomes1/MGYG000002424.gff.gz
MGYG000002425	Isolate	1915934	23	300266	37.49	99.26	0.49	0.0	99.74	99.66	19	GUT_GENOME143095	MGYG000002425	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_K	SAMN04589112	PRJNA273422	Australia	Oceania	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002425/genomes1/MGYG000002425.gff.gz
MGYG000002426	Isolate	1836142	18	260338	37.55	99.88	0.0	0.0	99.74	99.66	20	GUT_GENOME143096	MGYG000002426	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_B	SAMN03457017	PRJNA280465	South Africa	Africa	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002426/genomes1/MGYG000002426.gff.gz
MGYG000002427	Isolate	1872282	20	190490	37.49	99.88	0.94	0.0	99.74	99.66	20	GUT_GENOME143097	MGYG000002427	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_E	SAMN03457018	PRJNA280466	South Africa	Africa	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002427/genomes1/MGYG000002427.gff.gz
MGYG000002428	Isolate	1937734	30	150974	37.73	99.88	0.56	0.0	99.74	99.66	20	GUT_GENOME143098	MGYG000002428	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_W	SAMN03457016	PRJNA280464	South Africa	Africa	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002428/genomes1/MGYG000002428.gff.gz
MGYG000002429	Isolate	1854434	15	256243	37.36	99.88	0.12	0.0	99.74	99.66	20	GUT_GENOME143101	MGYG000002429	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_I	SAMN03457022	PRJNA280470	South Africa	Africa	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002429/genomes1/MGYG000002429.gff.gz
MGYG000002430	Isolate	1891545	39	179898	37.63	99.82	0.37	0.0	99.74	99.66	20	GUT_GENOME143103	MGYG000002430	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_L	SAMN03457020	PRJNA280468	South Africa	Africa	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002430/genomes1/MGYG000002430.gff.gz
MGYG000002431	Isolate	1906669	66	100202	37.3	99.88	0.12	0.0	99.74	99.66	20	GUT_GENOME143105	MGYG000002431	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_I	SAMN08200452	PRJNA395841	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002431/genomes1/MGYG000002431.gff.gz
MGYG000002432	Isolate	2010217	85	48338	39.51	99.51	0.86	0.0	99.74	99.66	20	GUT_GENOME143112	MGYG000002432	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_F	SAMN08200472	PRJNA395841	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002432/genomes1/MGYG000002432.gff.gz
MGYG000002433	Isolate	1923750	39	138913	37.36	99.88	0.49	0.0	99.74	99.66	20	GUT_GENOME143115	MGYG000002433	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_P	SAMN08200457	PRJNA395841	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002433/genomes1/MGYG000002433.gff.gz
MGYG000002434	Isolate	1924634	235	14154	37.71	99.14	0.62	0.0	99.74	99.66	20	GUT_GENOME143116	MGYG000002434	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus_G	SAMN08200456	PRJNA395841	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002434/genomes1/MGYG000002434.gff.gz
MGYG000002435	Isolate	1884438	66	64374	37.67	99.51	0.37	0.0	99.74	99.66	20	GUT_GENOME143118	MGYG000002435	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__Campylobacter_A concisus	SAMN08200428	PRJNA395841	Denmark	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002435/genomes1/MGYG000002435.gff.gz
MGYG000002436	Isolate	5862145	57	199352	67.5	100.0	1.22	0.0	99.61	92.65	20	GUT_GENOME143124	MGYG000002436	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Pigmentiphaga;s__Pigmentiphaga sp002188635	SAMN07162456	PRJNA387195	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002436/genomes1/MGYG000002436.gff.gz
MGYG000002437	Isolate	5878941	47	912954	46.28	99.36	0.0	0.0	99.67	99.83	20	GUT_GENOME143127	MGYG000002437	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia hominis	SAMN07460455	PRJNA397535	South Korea	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002437/genomes1/MGYG000002437.gff.gz
MGYG000002438	Isolate	5030699	3	3389137	45.27	99.42	0.0	94.12	99.67	99.45	20	GUT_GENOME143131	MGYG000002438	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	SAMN07485760	PRJNA397723	South Korea	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002438/genomes1/MGYG000002438.gff.gz
MGYG000002439	Isolate	6089737	61	179767	45.64	99.37	0.95	0.0	76.39	41.26	20	GUT_GENOME143137	MGYG000002439	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CHH4-2;s__CHH4-2 sp002899675	SAMN08279499	PRJNA428016	Taiwan	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002439/genomes1/MGYG000002439.gff.gz
MGYG000002440	Isolate	2826736	43	149257	62.44	100.0	0.0	91.6	99.67	99.42	20	GUT_GENOME143138	MGYG000002440	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enteroscipio;s__Enteroscipio rubneri	SAMN08329307	PRJNA429119	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002440/genomes1/MGYG000002440.gff.gz
MGYG000002441	Isolate	3364395	201	28746	65.14	100.0	0.81	0.0	99.67	99.42	20	GUT_GENOME143139	MGYG000002441	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Rubneribacter;s__Rubneribacter badeniensis	SAMN08329306	PRJNA429119	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002441/genomes1/MGYG000002441.gff.gz
MGYG000002442	Isolate	3864912	32	277783	65.04	100.0	1.01	92.44	99.67	99.42	20	GUT_GENOME143140	MGYG000002442	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter sp003339845	SAMN08365987	PRJNA412637	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002442/genomes1/MGYG000002442.gff.gz
MGYG000002443	Isolate	2255545	87	55740	45.16	97.17	0.35	0.0	99.15	99.59	20	GUT_GENOME143153	MGYG000002443	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp001854545	SAMN05912802	PRJNA338014	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002443/genomes1/MGYG000002443.gff.gz
MGYG000002444	Isolate	2525977	57	112980	30.2	99.06	0.0	71.43	99.67	99.79	20	GUT_GENOME143156	MGYG000002444	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Faecalibacillus;s__Faecalibacillus faecis	SAMN08731215	PRJNA438871	South Korea	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002444/genomes1/MGYG000002444.gff.gz
MGYG000002445	Isolate	3277016	33	884797	48.29	100.0	0.0	0.0	99.61	99.83	20	GUT_GENOME143157	MGYG000002445	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q sp003024715	SAMN08731216	PRJNA438872	South Korea	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002445/genomes1/MGYG000002445.gff.gz
MGYG000002446	Isolate	1926341	17	240345	30.29	100.0	0.0	0.0	99.22	99.25	19	GUT_GENOME143185	MGYG000002446	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii_A	SAMN07492084	PRJNA397915	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002446/genomes1/MGYG000002446.gff.gz
MGYG000002447	Isolate	2621983	2	1920098	56.85	98.12	0.0	0.0	99.61	99.79	20	GUT_GENOME143188	MGYG000002447	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Mesosutterella;s__Mesosutterella multiformis	SAMD00129656	PRJDB7181	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002447/genomes1/MGYG000002447.gff.gz
MGYG000002448	Isolate	2494407	67	119748	58.2	98.32	0.67	94.12	99.74	99.83	20	GUT_GENOME143189	MGYG000002448	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia gabavorous	SAMN09710662	PRJNA482656	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002448/genomes1/MGYG000002448.gff.gz
MGYG000002449	Isolate	5100482	161	63244	45.93	99.62	0.19	0.0	72.99	54.39	20	GUT_GENOME143190	MGYG000002449	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides acidifaciens	SAMN09730708	PRJNA483313	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002449/genomes1/MGYG000002449.gff.gz
MGYG000002450	Isolate	2107986	6	2085387	65.5	100.0	0.0	95.8	99.67	99.42	20	GUT_GENOME143191	MGYG000002450	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_E;s__Olsenella_E sp003609875	SAMN09762458	PRJNA484277	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002450/genomes1/MGYG000002450.gff.gz
MGYG000002451	Isolate	2862822	54	144914	61.34	100.0	0.81	0.0	99.67	99.52	20	GUT_GENOME143192	MGYG000002451	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Paraeggerthella;s__Paraeggerthella hongkongensis_A	SAMN08365988	PRJNA412637	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002451/genomes1/MGYG000002451.gff.gz
MGYG000002452	Isolate	2902150	7	1484227	58.32	97.96	0.0	94.96	99.67	99.73	20	GUT_GENOME143197	MGYG000002452	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_C	SAMN08162556	PRJNA331216	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002452/genomes1/MGYG000002452.gff.gz
MGYG000002453	Isolate	3096868	15	580264	58.07	97.96	0.0	94.96	99.67	99.73	20	GUT_GENOME143202	MGYG000002453	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_B	SAMN08162547	PRJNA331216	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002453/genomes1/MGYG000002453.gff.gz
MGYG000002454	Isolate	2762447	1	2762447	55.19	97.96	0.0	94.96	99.67	99.69	20	GUT_GENOME143211	MGYG000002454	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	SAMN08162533	PRJNA331216	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002454/genomes1/MGYG000002454.gff.gz
MGYG000002455	Isolate	6974062	150	203080	42.89	99.07	0.0	94.96	99.67	99.59	20	GUT_GENOME143232	MGYG000002455	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	SAMN03653598	PRJNA283626	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002455/genomes1/MGYG000002455.gff.gz
MGYG000002456	Isolate	1666795	1	1666795	55.59	98.39	0.81	87.39	99.02	98.7	18	GUT_GENOME143252	MGYG000002456	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvus	SAMN03081445	PRJNA175948	United States	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002456/genomes1/MGYG000002456.gff.gz
MGYG000002457	Isolate	4094628	259	47971	38.83	99.34	4.47	94.12	99.74	99.83	19	GUT_GENOME143282	MGYG000002457	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Kurthia;s__Kurthia sp002418445	SAMEA2272405	PRJEA70549	Senegal	Africa	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002457/genomes1/MGYG000002457.gff.gz
MGYG000002458	Isolate	4525402	85	114184	48.84	99.84	0.27	94.96	99.67	99.86	20	GUT_GENOME143346	MGYG000002458	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia aleksiciae	SAMEA859928	PRJEB2117	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002458/genomes1/MGYG000002458.gff.gz
MGYG000002459	Isolate	1958651	1	1958651	60.49	100.0	0.0	88.24	99.67	99.11	20	GUT_GENOME143348	MGYG000002459	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis	SAMN03273367	PRJNA271239	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002459/genomes1/MGYG000002459.gff.gz
MGYG000002460	Isolate	4628081	2	4496886	56.53	99.69	0.16	95.8	99.67	99.86	20	GUT_GENOME143361	MGYG000002460	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii	SAMN07540306	PRJNA399551	Mexico	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002460/genomes1/MGYG000002460.gff.gz
MGYG000002461	Isolate	4771112	57	271198	47.46	99.95	0.16	94.96	94.52	99.86	20	GUT_GENOME143379	MGYG000002461	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia kristensenii	SAMEA859905	PRJEB2117	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002461/genomes1/MGYG000002461.gff.gz
MGYG000002462	Isolate	4324686	28	439801	47.29	99.95	0.22	94.96	99.67	99.86	20	GUT_GENOME143380	MGYG000002462	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia kristensenii_B	SAMEA859900	PRJEB2117	Finland	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002462/genomes1/MGYG000002462.gff.gz
MGYG000002463	Isolate	6750396	80	179010	66.13	99.68	0.11	93.28	99.61	99.86	20	GUT_GENOME143383	MGYG000002463	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	SAMN05150790	PRJNA322303	Brazil	South America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002463/genomes1/MGYG000002463.gff.gz
MGYG000002464	Isolate	3659621	284	45085	40.99	99.33	0.0	0.0	99.61	99.83	20	GUT_GENOME143400	MGYG000002464	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetivibrio_A;s__Acetivibrio_A ethanolgignens	SAMN04229414	PRJNA300828	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000024/MGYG000002464/genomes1/MGYG000002464.gff.gz
