Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000298788	MAG	2328444	236	13317	45.75	93.56	0.61	0.0	0.0	0.0	13	CAJPPF01	MGYG000298788	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	ERS6080635	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298788/genomes1/MGYG000298788.gff.gz
MGYG000298793	MAG	2671056	310	11486	37.44	96.69	0.0	0.0	0.0	0.0	17	CAJPLI01	MGYG000298793	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum orale	ERS6079594	ERP127558	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298793/genomes1/MGYG000298793.gff.gz
MGYG000298796	MAG	854928	188	4780	32.15	55.63	0.47	0.0	0.0	0.0	8	CAJPTK01	MGYG000298796	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Eggerthia;s__Eggerthia catenaformis	ERS6080774	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298796/genomes1/MGYG000298796.gff.gz
MGYG000298799	MAG	2202127	66	52489	67.97	99.17	0.0	0.0	0.0	0.0	19	CAJPQB01	MGYG000298799	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__Peptidiphaga sp000466165	ERS6080688	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002987/MGYG000298799/genomes1/MGYG000298799.gff.gz
MGYG000298803	MAG	1651198	104	31470	42.47	91.29	0.55	0.0	0.0	0.0	6	CAJPOU01	MGYG000298803	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001587175	ERS6080641	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298803/genomes1/MGYG000298803.gff.gz
MGYG000298806	MAG	2112884	5	1480505	65.4	80.92	0.47	93.28	99.67	99.32	19	CAKAGS01	MGYG000298806	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__	ERS7766795	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298806/genomes1/MGYG000298806.gff.gz
MGYG000298808	MAG	2231373	41	156971	57.19	94.3	0.32	0.0	9.26	0.0	17	CAJPOT01	MGYG000298808	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__	ERS6080654	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298808/genomes1/MGYG000298808.gff.gz
MGYG000298811	MAG	612493	222	3344	43.72	72.81	3.61	68.07	26.09	73.68	17	GCA_015257645	MGYG000298811	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x;s__	SAMN14570662	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298811/genomes1/MGYG000298811.gff.gz
MGYG000298817	MAG	2337749	74	47120	55.65	95.35	0.02	0.0	0.0	0.0	19	CAJPPN01	MGYG000298817	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	ERS6080672	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298817/genomes1/MGYG000298817.gff.gz
MGYG000298823	MAG	2030856	30	104297	39.39	98.98	0.0	94.12	23.35	0.0	18	CAJPUE01	MGYG000298823	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae	ERS6080794	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298823/genomes1/MGYG000298823.gff.gz
MGYG000298824	MAG	1887689	557	4078	31.69	82.59	4.83	0.0	0.0	0.0	10	GCA_015354065	MGYG000298824	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Pseudoleptotrichia;s__Pseudoleptotrichia goodfellowii	SAMN14570808	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298824/genomes1/MGYG000298824.gff.gz
MGYG000298826	MAG	1555566	119	40603	28.09	95.41	1.26	94.96	17.68	8.41	19	GCA_015263255	MGYG000298826	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp000214475	SAMN14570861	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298826/genomes1/MGYG000298826.gff.gz
MGYG000298830	MAG	2152495	58	58988	45.68	99.13	0.37	0.0	0.0	0.0	20	CAJPQR01	MGYG000298830	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__	ERS6080682	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298830/genomes1/MGYG000298830.gff.gz
MGYG000298831	MAG	1851141	197	12485	55.18	92.35	1.9	0.0	0.0	0.0	17	CAJPQU01	MGYG000298831	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__;s__	ERS6080679	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298831/genomes1/MGYG000298831.gff.gz
MGYG000298832	MAG	1451297	282	5420	54.41	59.48	0.84	0.0	9.26	0.0	10	CAJPUA01	MGYG000298832	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__RUG024;s__	ERS6080776	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298832/genomes1/MGYG000298832.gff.gz
MGYG000298837	MAG	2240937	15	219754	59.6	99.33	0.0	94.96	0.0	0.0	20	CAJZIR01	MGYG000298837	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa	ERS7621643	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298837/genomes1/MGYG000298837.gff.gz
MGYG000298840	MAG	1997560	295	7853	59.16	85.22	1.83	94.96	99.67	99.59	16	CAKARE01	MGYG000298840	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa_B	ERS7876857	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298840/genomes1/MGYG000298840.gff.gz
MGYG000298842	MAG	853507	18	106416	47.81	59.96	0.93	0.0	0.0	0.0	20	CAJPON01	MGYG000298842	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	ERS6080657	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298842/genomes1/MGYG000298842.gff.gz
MGYG000298843	MAG	1990162	123	27810	53.43	90.16	0.63	0.0	0.0	0.0	20	GCA_013333195	MGYG000298843	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae_A;g__JABCPG02;s__JABCPG02 sp013333195	SAMN14602670	SRP256368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298843/genomes1/MGYG000298843.gff.gz
MGYG000298849	MAG	2029973	127	29850	36.49	100.0	0.0	0.0	0.0	0.0	19	GCA_015256695	MGYG000298849	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	SAMN14570710	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298849/genomes1/MGYG000298849.gff.gz
MGYG000298851	MAG	2260708	107	49002	43.43	96.54	1.04	95.8	0.0	0.0	18	GCA_015257005	MGYG000298851	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	SAMN14570694	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298851/genomes1/MGYG000298851.gff.gz
MGYG000298852	MAG	1241642	22	120090	47.68	86.29	0.81	0.0	0.0	0.0	19	CAKAPG01	MGYG000298852	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__	ERS7876805	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298852/genomes1/MGYG000298852.gff.gz
MGYG000298857	MAG	2285419	29	147528	59.47	99.11	0.94	94.96	0.0	0.0	20	CAKASA01	MGYG000298857	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa_B	ERS7876856	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298857/genomes1/MGYG000298857.gff.gz
MGYG000298858	MAG	2039837	344	6808	64.25	80.33	0.83	0.0	0.0	0.0	18	CAJPTB01	MGYG000298858	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__	ERS6080748	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298858/genomes1/MGYG000298858.gff.gz
MGYG000298860	MAG	1638029	195	11031	41.54	88.43	2.09	0.0	0.0	0.0	7	CAJPRB01	MGYG000298860	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	ERS6080699	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298860/genomes1/MGYG000298860.gff.gz
MGYG000298861	MAG	1312756	158	15303	48.57	91.8	1.29	0.0	0.0	0.0	20	GCA_015258765	MGYG000298861	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp000564995	SAMN14570607	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298861/genomes1/MGYG000298861.gff.gz
MGYG000298864	MAG	2971623	93	51248	47.55	98.91	0.0	94.12	0.0	10.8	19	CAJPTF01	MGYG000298864	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella forsythia	ERS6080757	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298864/genomes1/MGYG000298864.gff.gz
MGYG000298866	MAG	3151176	750	4255	66.3	56.9	0.0	93.28	0.0	0.0	11	CAJZDS01	MGYG000298866	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	ERS7599767	ERP108069	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298866/genomes1/MGYG000298866.gff.gz
MGYG000298874	MAG	607771	74	11858	35.8	76.92	0.1	0.0	0.0	0.0	18	GCA_013333405	MGYG000298874	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UMGS1907;s__UMGS1907 sp013333405	SAMN14602663	SRP256368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298874/genomes1/MGYG000298874.gff.gz
MGYG000298875	MAG	1504297	282	5849	27.87	75.47	0.27	0.0	0.0	0.0	16	CAJPSF01	MGYG000298875	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium polymorphum	ERS6080727	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298875/genomes1/MGYG000298875.gff.gz
MGYG000298886	MAG	804454	6	575896	47.92	64.96	1.71	0.0	99.67	99.56	20	CAJPQK01	MGYG000298886	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x;s__	ERS6080693	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298886/genomes1/MGYG000298886.gff.gz
MGYG000298888	MAG	998904	12	129351	52.17	60.4	0.85	0.0	99.74	99.56	20	CAJPUN01	MGYG000298888	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	ERS6080790	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298888/genomes1/MGYG000298888.gff.gz
MGYG000298892	MAG	1843481	60	40267	37.76	98.04	0.0	94.12	0.0	10.91	10	CAJPPH01	MGYG000298892	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__Granulicatella adiacens	ERS6080665	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298892/genomes1/MGYG000298892.gff.gz
MGYG000298893	MAG	1535708	91	29412	41.45	97.16	0.07	94.96	0.0	12.75	14	GCA_015263765	MGYG000298893	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__Mogibacterium diversum	SAMN14570835	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298893/genomes1/MGYG000298893.gff.gz
MGYG000298895	MAG	2842639	69	91857	41.5	98.32	0.0	94.96	0.0	10.12	19	GCA_015261305	MGYG000298895	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella salivae	SAMN14570959	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298895/genomes1/MGYG000298895.gff.gz
MGYG000298896	MAG	1572133	305	5741	43.99	69.73	0.82	0.0	0.0	0.0	16	CAJPUM01	MGYG000298896	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_C;s__Treponema_C lecithinolyticum	ERS6080779	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298896/genomes1/MGYG000298896.gff.gz
MGYG000298899	MAG	1912522	268	8541	46.0	79.44	0.0	0.0	0.0	0.0	14	CAJPTS01	MGYG000298899	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae_A;g__Bacteroides_D;s__	ERS6080761	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002988/MGYG000298899/genomes1/MGYG000298899.gff.gz
MGYG000298902	MAG	1928362	41	80031	37.04	100.0	0.95	0.0	0.0	0.0	19	CAJPSQ01	MGYG000298902	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia moorei	ERS6080746	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298902/genomes1/MGYG000298902.gff.gz
MGYG000298905	MAG	848475	24	52068	49.25	86.21	3.45	0.0	46.31	99.49	19	CAJPLV01	MGYG000298905	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__	ERS6080576	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298905/genomes1/MGYG000298905.gff.gz
MGYG000298915	MAG	639751	1	639751	35.39	63.31	0.0	71.43	99.74	99.56	20	GCA_015256915	MGYG000298915	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UMGS1907;s__UMGS1907 sp900555945	SAMN14570699	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298915/genomes1/MGYG000298915.gff.gz
MGYG000298917	MAG	2335203	55	78596	38.23	98.7	0.11	0.0	0.0	0.0	16	CAKAPR01	MGYG000298917	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella nanceiensis	ERS7876806	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298917/genomes1/MGYG000298917.gff.gz
MGYG000298918	MAG	2082733	1	2082733	42.33	95.54	0.12	94.12	99.74	99.76	20	CAKAFB01	MGYG000298918	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus cristatus_C	ERS7766769	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298918/genomes1/MGYG000298918.gff.gz
MGYG000298919	MAG	1569983	346	4646	44.77	59.57	1.61	0.0	0.0	0.0	15	CAJPOD01	MGYG000298919	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__	ERS6080625	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298919/genomes1/MGYG000298919.gff.gz
MGYG000298923	MAG	1323154	2	1214451	55.18	54.31	0.0	94.96	99.67	99.62	13	CAKAIQ01	MGYG000298923	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas pasteri	ERS7766718	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298923/genomes1/MGYG000298923.gff.gz
MGYG000298927	MAG	1848103	353	5799	63.61	72.42	0.65	0.0	0.0	0.0	19	CAJZDW01	MGYG000298927	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__Ottowia sp001262075	ERS7599735	ERP108069	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298927/genomes1/MGYG000298927.gff.gz
MGYG000298929	MAG	4367941	110	56613	50.79	98.79	0.19	0.0	0.0	0.0	19	GCA_015256205	MGYG000298929	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia flexneri	SAMN14570734	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298929/genomes1/MGYG000298929.gff.gz
MGYG000298932	MAG	3063233	51	103295	40.98	99.32	0.11	0.0	0.0	0.0	19	GCA_015262545	MGYG000298932	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella histicola	SAMN14570895	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298932/genomes1/MGYG000298932.gff.gz
MGYG000298933	MAG	2218188	1	2218188	40.47	95.16	0.5	94.12	99.74	99.76	20	CAKAHU01	MGYG000298933	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus gordonii	ERS7766748	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298933/genomes1/MGYG000298933.gff.gz
MGYG000298937	MAG	2494486	42	102468	48.65	90.2	1.93	0.0	0.0	10.36	20	GCA_015258065	MGYG000298937	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__	SAMN14570642	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298937/genomes1/MGYG000298937.gff.gz
MGYG000298942	MAG	1850644	188	12502	40.41	95.46	1.17	94.12	0.0	12.99	10	CAJZDT01	MGYG000298942	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	ERS7599749	ERP108069	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298942/genomes1/MGYG000298942.gff.gz
MGYG000298943	MAG	2082364	402	5672	53.87	71.73	0.2	0.0	0.0	0.0	11	CAJPTQ01	MGYG000298943	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella baroniae	ERS6080772	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298943/genomes1/MGYG000298943.gff.gz
MGYG000298944	MAG	2356147	88	36974	65.45	99.29	0.52	0.0	0.0	0.0	18	CAJZJD01	MGYG000298944	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia odontolytica_A	ERS7621637	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298944/genomes1/MGYG000298944.gff.gz
MGYG000298945	MAG	721903	37	87327	41.16	78.21	0.0	0.0	99.67	49.26	20	GCA_015257455	MGYG000298945	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2866;s__	SAMN14570672	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298945/genomes1/MGYG000298945.gff.gz
MGYG000298947	MAG	1010868	21	82255	25.01	73.41	1.12	0.0	0.0	0.0	19	GCA_013333755	MGYG000298947	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__BD1-5;f__UBA6164;g__GN02-872;s__GN02-872 sp002761215	SAMN14602641	SRP256368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298947/genomes1/MGYG000298947.gff.gz
MGYG000298948	MAG	3114517	181	24773	68.22	98.51	0.63	0.0	0.0	0.0	20	CAJPRK01	MGYG000298948	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces oris_C	ERS6080715	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298948/genomes1/MGYG000298948.gff.gz
MGYG000298952	MAG	2056919	4	1491638	46.69	96.01	0.0	94.12	99.61	99.79	20	CAKAES01	MGYG000298952	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Abiotrophia;s__Abiotrophia sp001815865	ERS7766728	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002989/MGYG000298952/genomes1/MGYG000298952.gff.gz
